################################################################################
# Collectl:   V4.3.1-1  HiRes: 1  Options: -sCDNfM -omT --dskopts z --cpuopts z -i .1 --sep , -P -f /home/jacob/RUIS/tmp.Lg6voQtaRI 
# Host:       ct01  DaemonOpts: 
# Booted:     1615262611.27 [20210308-23:03:31]
# Distro:     debian bullseye/sid, Ubuntu 20.04.2 LTS  Platform: Unknown
# Date:       20210505-195040  Secs: 1620258640 TZ: -0400
# SubSys:     CDNfM Options: mT Interval: .1 NumCPUs: 32 [HYPER] NumBud: 0 Flags: i
# Filters:    NfsFilt:  EnvFilt:  TcpFilt: ituc
# HZ:         100  Arch: x86_64-linux-gnu-thread-multi PageSize: 4096
# Cpu:        GenuineIntel Speed(MHz): 1000.070 Cores: 16  Siblings: 32 Nodes: 1
# Kernel:     4.18.0-147.5.1.el8_1.x86_64  Memory: 131380412 kB  Swap: 4194300 kB
# NumDisks:   5 DiskNames: sda sdb dm-0 dm-1 dm-2
# NumNets:    8 NetNames: eno1:1000 docker0:?? lo:?? ens2f1:25000 idrac:?? vethd4beeca:10000 eno2:1000 ens2f0:10000
# SCSI:       CD:14:00:00:00 DA:0:00:00:00 DA:0:00:01:00
################################################################################
#Date,Time,[NET:eno1]Name,[NET:eno1]RxPkt,[NET:eno1]TxPkt,[NET:eno1]RxKB,[NET:eno1]TxKB,[NET:eno1]RxErr,[NET:eno1]RxDrp,[NET:eno1]RxFifo,[NET:eno1]RxFra,[NET:eno1]RxCmp,[NET:eno1]RxMlt,[NET:eno1]TxErr,[NET:eno1]TxDrp,[NET:eno1]TxFifo,[NET:eno1]TxColl,[NET:eno1]TxCar,[NET:eno1]TxCmp,[NET:eno1]RxErrs,[NET:eno1]TxErrs,[NET:docker0]Name,[NET:docker0]RxPkt,[NET:docker0]TxPkt,[NET:docker0]RxKB,[NET:docker0]TxKB,[NET:docker0]RxErr,[NET:docker0]RxDrp,[NET:docker0]RxFifo,[NET:docker0]RxFra,[NET:docker0]RxCmp,[NET:docker0]RxMlt,[NET:docker0]TxErr,[NET:docker0]TxDrp,[NET:docker0]TxFifo,[NET:docker0]TxColl,[NET:docker0]TxCar,[NET:docker0]TxCmp,[NET:docker0]RxErrs,[NET:docker0]TxErrs,[NET:lo]Name,[NET:lo]RxPkt,[NET:lo]TxPkt,[NET:lo]RxKB,[NET:lo]TxKB,[NET:lo]RxErr,[NET:lo]RxDrp,[NET:lo]RxFifo,[NET:lo]RxFra,[NET:lo]RxCmp,[NET:lo]RxMlt,[NET:lo]TxErr,[NET:lo]TxDrp,[NET:lo]TxFifo,[NET:lo]TxColl,[NET:lo]TxCar,[NET:lo]TxCmp,[NET:lo]RxErrs,[NET:lo]TxErrs,[NET:ens2f1]Name,[NET:ens2f1]RxPkt,[NET:ens2f1]TxPkt,[NET:ens2f1]RxKB,[NET:ens2f1]TxKB,[NET:ens2f1]RxErr,[NET:ens2f1]RxDrp,[NET:ens2f1]RxFifo,[NET:ens2f1]RxFra,[NET:ens2f1]RxCmp,[NET:ens2f1]RxMlt,[NET:ens2f1]TxErr,[NET:ens2f1]TxDrp,[NET:ens2f1]TxFifo,[NET:ens2f1]TxColl,[NET:ens2f1]TxCar,[NET:ens2f1]TxCmp,[NET:ens2f1]RxErrs,[NET:ens2f1]TxErrs,[NET:idrac]Name,[NET:idrac]RxPkt,[NET:idrac]TxPkt,[NET:idrac]RxKB,[NET:idrac]TxKB,[NET:idrac]RxErr,[NET:idrac]RxDrp,[NET:idrac]RxFifo,[NET:idrac]RxFra,[NET:idrac]RxCmp,[NET:idrac]RxMlt,[NET:idrac]TxErr,[NET:idrac]TxDrp,[NET:idrac]TxFifo,[NET:idrac]TxColl,[NET:idrac]TxCar,[NET:idrac]TxCmp,[NET:idrac]RxErrs,[NET:idrac]TxErrs,[NET:vethd4beeca]Name,[NET:vethd4beeca]RxPkt,[NET:vethd4beeca]TxPkt,[NET:vethd4beeca]RxKB,[NET:vethd4beeca]TxKB,[NET:vethd4beeca]RxErr,[NET:vethd4beeca]RxDrp,[NET:vethd4beeca]RxFifo,[NET:vethd4beeca]RxFra,[NET:vethd4beeca]RxCmp,[NET:vethd4beeca]RxMlt,[NET:vethd4beeca]TxErr,[NET:vethd4beeca]TxDrp,[NET:vethd4beeca]TxFifo,[NET:vethd4beeca]TxColl,[NET:vethd4beeca]TxCar,[NET:vethd4beeca]TxCmp,[NET:vethd4beeca]RxErrs,[NET:vethd4beeca]TxErrs,[NET:eno2]Name,[NET:eno2]RxPkt,[NET:eno2]TxPkt,[NET:eno2]RxKB,[NET:eno2]TxKB,[NET:eno2]RxErr,[NET:eno2]RxDrp,[NET:eno2]RxFifo,[NET:eno2]RxFra,[NET:eno2]RxCmp,[NET:eno2]RxMlt,[NET:eno2]TxErr,[NET:eno2]TxDrp,[NET:eno2]TxFifo,[NET:eno2]TxColl,[NET:eno2]TxCar,[NET:eno2]TxCmp,[NET:eno2]RxErrs,[NET:eno2]TxErrs,[NET:ens2f0]Name,[NET:ens2f0]RxPkt,[NET:ens2f0]TxPkt,[NET:ens2f0]RxKB,[NET:ens2f0]TxKB,[NET:ens2f0]RxErr,[NET:ens2f0]RxDrp,[NET:ens2f0]RxFifo,[NET:ens2f0]RxFra,[NET:ens2f0]RxCmp,[NET:ens2f0]RxMlt,[NET:ens2f0]TxErr,[NET:ens2f0]TxDrp,[NET:ens2f0]TxFifo,[NET:ens2f0]TxColl,[NET:ens2f0]TxCar,[NET:ens2f0]TxCmp,[NET:ens2f0]RxErrs,[NET:ens2f0]TxErrs
20210505,19:50:54.701,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,130,150,7,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,130,150,8,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,870,190,1153,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:54.801,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,90,120,5,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,90,120,6,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,590,120,798,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:54.901,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,100,110,5,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,100,110,6,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,860,160,1153,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.001,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,80,110,4,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,80,110,5,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,590,110,798,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.101,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,110,130,6,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,110,130,7,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,860,160,1153,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.201,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,100,100,5,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,100,100,6,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,590,140,798,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.301,eno1,10,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,docker0,100,120,5,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,100,120,6,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,840,160,1151,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.401,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,80,100,4,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,80,100,5,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,640,120,885,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.501,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,90,110,5,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,90,110,6,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,810,140,1065,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.601,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,80,100,4,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,80,100,5,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,680,130,888,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.701,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,80,100,4,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,80,100,5,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,790,110,1064,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.801,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,90,110,5,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,90,110,6,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,650,130,886,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:55.901,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,90,120,5,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,90,120,6,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,780,130,1063,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.001,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,110,150,6,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,110,150,7,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,670,160,901,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.101,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,100,110,5,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,100,110,6,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,770,150,1048,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.201,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,130,160,7,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,10,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,130,160,8,852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,640,170,885,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.301,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,80,110,4,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,80,110,5,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,790,130,1064,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.401,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,100,120,5,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,20,20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,100,120,6,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,660,130,887,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.501,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,110,140,6,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,110,140,7,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,830,150,1123,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.601,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,100,120,5,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,100,120,6,1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,910,160,1240,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.701,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,90,110,5,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,90,120,6,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,580,120,797,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.801,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,120,160,6,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,120,150,8,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,830,170,1151,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:56.901,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,130,160,7,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,130,160,8,768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,610,170,799,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.001,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,110,150,6,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,110,150,7,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,860,160,1153,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.101,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,100,130,5,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,100,130,6,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,610,140,799,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.201,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,110,130,6,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,110,130,7,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,840,140,1151,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.301,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,110,120,6,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,110,120,7,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,620,150,800,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.401,eno1,10,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,docker0,90,120,5,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,90,120,6,1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,870,140,1153,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.501,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,80,90,4,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,80,90,5,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,590,120,798,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.601,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,120,150,6,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,20,20,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,120,150,8,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,880,190,1154,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.701,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,110,110,6,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,110,110,7,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,590,140,798,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20210505,19:50:57.801,eno1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,docker0,120,160,6,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,idrac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vethd4beeca,120,160,8,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eno2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ens2f0,880,170,1154,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
